id,year,volume,issue,article_number,editor_era,is_editorial,title,authors,category,cluster_haiku_summary,summary_haiku,methodology_primary,methodology_secondary,unit_of_analysis_primary,unit_of_analysis_secondary,pedagogy_primary,pedagogy_secondary,technology_primary,technology_secondary,theory_primary,theory_secondary,ai_llm_involvement_primary,ai_llm_involvement_secondary,evidence_span,coding_confidence,extends_methodology,extends_pedagogy,extends_technology,extends_theory,coding_notes
2023_v18i4_10.1007_s11412-023-09414-z_Studying_teacher_withitness_in_the_wild_comparing_a_mirroring_and_an_alerting_amp_guiding_,2023,18,4,6,rose_jarvela_2020_2023,no,Studying teacher withitness in the wild: comparing a mirroring and an alerting & guiding dashboard for collaborative learning,Reet Kasepalu & Pankaj Chejara & Luis P. Prieto & Tobias Ley,,,,,,,,,,,,,,,,,,,,,,
2023_v18i4_10.1007_s11412-023-09409-w_Co-constructing_knowledge_with_generative_AI_tools_Reflections_from_a_CSCL_perspective,2023,18,4,7,rose_jarvela_2020_2023,no,Co‑constructing knowledge with generative AI tools: Reflections from a CSCL perspective,Ulrike Cress & the public. They are gladly,,,,,,,,,,,,,,,,,,,,,,
2024_v19i1_10.1007_s11412-023-09413-0_Exploring_students_immersive_VR_experiences_as_resources_for_collaborative_meaning_making_,2024,19,1,2,baker_reimann_2024_2027,no,Exploring students’ immersive VR experiences as resources for collaborative meaning making and learning,Kenneth Silseth & Rolf Steier & Hans Christian Arnseth By adopting a situated,,,,,,,,,,,,,,,,,,,,,,
2024_v19i1_10.1007_s11412-023-09412-1_Learning_within_fiber-crafted_algorithms_Posthumanist_perspectives_for_capturing_human-mat,2024,19,1,3,baker_reimann_2024_2027,no,Learning within fiber‑crafted algorithms: Posthumanist perspectives for capturing human‑material collaboration,Anna Keune,,,,,,,,,,,,,,,,,,,,,,
2024_v19i2_10.1007_s11412-024-09423-6_Learning_to_notice_collaboration_examining_the_impact_of_professional_development_on_mathe,2024,19,2,1,baker_reimann_2024_2027,no,Learning to notice collaboration: examining the impact of professional development on mathematics teachers’ enhanced awareness in CSCL settings,Benzi Slakmon & Rotem Abdu,,,,,,,,,,,,,,,,,,,,,,
2024_v19i2_10.1007_s11412-024-09420-9_Dialogues_across_time_and_space_in_a_video-based_collaborative_learning_environment,2024,19,2,2,baker_reimann_2024_2027,no,Dialogues across time and space in a video‑based collaborative learning environment,Charlotte Beal & Rolf Steier,,,,,,,,,,,,,,,,,,,,,,
2024_v19i2_10.1007_s11412-024-09422-7_Zooming_in_The_role_of_nonverbal_behavior_in_sensing_the_quality_of_collaborative_group_en,2024,19,2,3,baker_reimann_2024_2027,no,Zooming in: The role of nonverbal behavior in sensing the quality of collaborative group engagement,Lisa Paneth & Loris T. Jeitziner & Oliver Rack & Klaus Opwis & Carmen Zahn,,,,,,,,,,,,,,,,,,,,,,
2024_v19i3_10.1007_s11412-024-09427-2_Knowledge_creation_through_maker_practices_and_the_role_of_teacher_and_peer_support_in_col,2024,19,3,2,baker_reimann_2024_2027,no,Knowledge creation through maker practices and the role of teacher and peer support in collaborative invention projects,Sini Davies & Pirita Seitamaa‑Hakkarainen & Kai Hakkarainen,,,,,,,,,,,,,,,,,,,,,,
2024_v19i3_10.1007_s11412-024-09426-3_Combining_Danmaku_and_Discussion_Boards_Toward_A_Scalable_and_Sociable_Environment_for_Mas,2024,19,3,3,baker_reimann_2024_2027,no,Combining Danmaku and Discussion Boards: Toward A Scalable and Sociable Environment for Mass Collaboration in MOOCs,Bo Yang In online learning at scale,,,,,,,,,,,,,,,,,,,,,,
2024_v19i3_10.1007_s11412-024-09425-4_Collaborative_Problem-Solving_in_Knowledge-Rich_Domains_A_Multi-Study_Structural_Equation_,2024,19,3,4,baker_reimann_2024_2027,no,Collaborative Problem‑Solving in Knowledge‑Rich Domains: A Multi‑Study Structural Equation Model,Laura Brandl & Matthias Stadler & Constanze Richters & Anika Radkowitsch & Martin R. Fischer & Ralf Schmidmaier & Frank Fischer,,,,,,,,,,,,,,,,,,,,,,
2024_v19i3_10.1007_s11412-024-09424-5_The_perceptions_of_task_cohesion_in_collaborative_learning_teams,2024,19,3,5,baker_reimann_2024_2027,no,The perceptions of task cohesion in collaborative learning teams,Andrew Zamecnik & Georg Grossmann & Djazia Ladjal & Abelardo Pardo,,,,,,,,,,,,,,,,,,,,,,
2024_v19i4_10.1007_s11412-024-09432-5_Emergent_group_understanding_Investigating_intersubjectivity_in_sociotechnical_interdepend,2024,19,4,1,baker_reimann_2024_2027,no,Emergent group understanding: Investigating intersubjectivity in sociotechnical interdependencies,Anders I. Mørch & Renate Andersen & Siv Eie & Louise Mifsud,,,,,,,,,,,,,,,,,,,,,,
2025_v20i1_10.1007_s11412-024-09431-6_Capturing_temporal_pathways_of_collaborative_roles_A_multilayered_analytical_approach_usin,2025,20,1,2,baker_reimann_2024_2027,no,Capturing temporal pathways of collaborative roles: A multilayered analytical approach using community of inquiry,Ramy Elmoazen & Mohammed Saqr & Laura Hirsto & Matti Tedre,,,,,,,,,,,,,,,,,,,,,,
2025_v20i1_10.1007_s11412-024-09430-7_Comparing_the_effects_of_a_collaboration_script_and_collaborative_reflection_on_promoting_,2025,20,1,4,baker_reimann_2024_2027,no,Comparing the effects of a collaboration script and collaborative reflection on promoting knowledge about good collaboration and effective interaction,Sebastian Strauß & Isis Tunnigkeit & Julia Eberle & Arlind Avdullahu & Nikol Rummel,,,,,,,,,,,,,,,,,,,,,,
2025_v20i1_10.1007_s11412-023-09410-3_Correction_Contesting_sociocomputational_norms_computer_programming_instructors_and_studen,2025,20,1,5,baker_reimann_2024_2027,no,Correction: Contesting sociocomputational norms: computer programming instructors and students’ stancetaking around refactoring,Morgan M. Fong & David DeLiema & Virginia J. Flood & Oia Walker-van Aalst,,,,,,,,,,,,,,,,,,,,,,
2025_v20i1_10.1007_s11412-024-09439-y_Correction_Collaborative_Problem-Solving_in_Knowledge-Rich_Domains_A_Multi-Study_Structura,2025,20,1,6,baker_reimann_2024_2027,no,Correction: Collaborative Problem‑Solving in Knowledge‑Rich Domains: A Multi‑Study Structural Equation Model,Laura Brandl & Matthias Stadler & Constanze Richters & Anika Radkowitsch & Martin R. Fischer & Ralf Schmidmaier & Frank Fischer,,,,,,,,,,,,,,,,,,,,,,
2025_v20i2_10.1007_s11412-024-09442-3_How_does_collaborative_task_design_shape_collaborative_knowledge_construction_and_group-le,2025,20,2,1,baker_reimann_2024_2027,no,How does collaborative task design shape collaborative knowledge construction and group‑level regulation of learning? A study of secondary school students’ interactions in two varied tasks,Kateryna Zabolotna & Liv Nøhr & Megumi Iwata & Daniel Spikol & Jonna Malmberg & Hanna Järvenoja,,,,,,,,,,,,,,,,,,,,,,
2025_v20i2_10.1007_s11412-024-09435-2_Toward_multimodal_learning_analytics_in_simulation-based_collaborative_learning_A_design_e,2025,20,2,2,baker_reimann_2024_2027,no,Toward multimodal learning analytics in simulation‑based collaborative learning: A design ethnography of maritime training,Charlott Sellberg & Amit Sharma,,,,,,,,,,,,,,,,,,,,,,
2025_v20i2_10.1007_s11412-024-09438-z_Disagreeing_softly_Supporting_students_in_managing_disagreement_in_peer_critique,2025,20,2,4,baker_reimann_2024_2027,no,Disagreeing softly: Supporting students in managing disagreement in peer critique,Jinzhi Zhou & Cindy E. Hmelo‑Silver & Zach Ryan & Christina Stiso & Danielle Murphy & Joshua Danish & Clark A. Chinn & Ravit Golan Duncan,,,,,,,,,,,,,,,,,,,,,,
2025_v20i2_10.1007_s11412-022-09368-8_Correction_to_Many_are_the_ways_to_learn_Identifying_multi-modal_behavioral_profiles_of_co,2025,20,2,5,baker_reimann_2024_2027,no,Correction to: Many are the ways to learn: Identifying multi‑modal behavioral profiles of collaborative learning in constructivist activities,Jauwairia Nasir & Aditi Kothiyal & Barbara Bruno & Pierre Dillenbourg,,,,,,,,,,,,,,,,,,,,,,
2025_v20i2_10.1007_s11412-023-09391-3_Correction_An_artificial_intelligence-driven_learning_analytics_method_to_examine_the_coll,2025,20,2,6,baker_reimann_2024_2027,no,Correction: An artificial intelligence‑driven learning analytics method to examine the collaborative problem‑solving process from the complex adaptive systems perspective,Fan Ouyang & Weiqi Xu & Mutlu Cukurova,,,,,,,,,,,,,,,,,,,,,,
2025_v20i3_10.1007_s11412-024-09443-2_Enhancing_students_dialogic_reflection_through_classroom_discourse_visualisation,2025,20,3,1,baker_reimann_2024_2027,no,Enhancing students’ dialogic reflection through classroom discourse visualisation,Pengjin Wang & Fan Chen & Deliang Wang & Gaowei Chen,,,,,,,,,,,,,,,,,,,,,,
2025_v20i3_10.1007_s11412-025-09446-7_Activity-based_collaborative_virtual_reality_Conceptualising_immersive_virtual_reality_for,2025,20,3,2,baker_reimann_2024_2027,no,Activity‑based collaborative virtual reality: Conceptualising immersive virtual reality for collaborative learning,Lucas Paulsen & Jacob Davidsen,,,,,,,,,,,,,,,,,,,,,,
2025_v20i3_10.1007_s11412-025-09445-8_Measuring_the_quality_of_collaborative_group_engagement_Development_and_validation_of_the_,2025,20,3,3,baker_reimann_2024_2027,no,Measuring the quality of collaborative group engagement: Development and validation of the QCGE self‑assessment scale (QCGE‑SAS),Loris T. Jeitziner & Lisa Paneth & Oliver Rack & Susanne Bleisch & Carmen Zahn,,,,,,,,,,,,,,,,,,,,,,
2025_v20i3_10.1007_s11412-025-09447-6_Understanding_the_role_of_I-positions_facilitating_knowledge_construction_in_a_computer-su,2025,20,3,4,baker_reimann_2024_2027,no,Understanding the role of I‑positions facilitating knowledge construction in a computer‑supported collaborative learning environment,Aaron J. Peltoniemi & Joni Lämsä & Sami Lehesvuori,,,,,,,,,,,,,,,,,,,,,,
2025_v20i4_10.1007_s11412-025-09450-x_The_CoMPAS_Framework_for_Modeling_Individual_Participation_in_Collaborative_Learning_Proce,2025,20,4,1,baker_reimann_2024_2027,no,The CoMPAS Framework for Modeling Individual Participation in Collaborative Learning Processes: a Systematic Review,Shihui Feng & Ziyi Wei,,,,,,,,,,,,,,,,,,,,,,
2025_v20i4_10.1007_s11412-025-09451-w_Accomplishing_collaboration_at_scale_How_professionals_jointly_frame_problems_on_Stack_Ove,2025,20,4,2,baker_reimann_2024_2027,no,Accomplishing collaboration at scale: How professionals jointly frame problems on Stack Overflow,Alena Seredko,,,,,,,,,,,,,,,,,,,,,,
2025_v20i4_10.1007_s11412-025-09456-5_Age-related_differences_in_explanatory_activities_during_collaborative_learning_with_conce,2025,20,4,3,baker_reimann_2024_2027,no,Age‑related differences in explanatory activities during collaborative learning with concept maps: experimental investigation using epistemic network analysis,Shigen Shimojo & Yugo Hayashi,,,,,,,,,,,,,,,,,,,,,,
2025_v20i4_10.1007_s11412-025-09452-9_Optimizing_group_formation_with_a_mixed_genetic_algorithm_an_empirical_study_in_active_rea,2025,20,4,4,baker_reimann_2024_2027,no,Optimizing group formation with a mixed genetic algorithm: an empirical study in active reading using marker data,Changhao Liang & Yuko Toyokawa & Hiroaki Ogata,,,,,,,,,,,,,,,,,,,,,,
2025_v20i4_10.1007_s11412-025-09454-7_Collaboration_in_virtual_and_remote_laboratories_for_education_A_systematic_literature_rev,2025,20,4,5,baker_reimann_2024_2027,no,Collaboration in virtual and remote laboratories for education: A systematic literature review,Azzeddine Benabbou & Catherine Pons,,,,,,,,,,,,,,,,,,,,,,
2026_v21i1_10.1007_s11412-025-09460-9_Learning_to_deal_with_hate_speech_An_online_collective_intelligence_experiment_on_the_Coll,2026,21,1,4,baker_reimann_2024_2027,no,Learning to deal with hate speech: An online collective intelligence experiment on the Collective Learning platform,Tatiana Íñiguez‑Berrozpe & Carmen Elboj‑Saso & Francesco Marcaletti & adolescents are exposed. Objective,,,,,,,,,,,,,,,,,,,,,,
2026_v21i1_10.1007_s11412-025-09461-8_Talk_to_the_machine_Unleashing_the_potential_of_AI_to_scale_dialogic_education_and_reduce_,2026,21,1,5,baker_reimann_2024_2027,no,Talk to the machine: Unleashing the potential of AI to scale dialogic education and reduce polarization,Yifat Ben‑David Kolikant & Omri Hadar & Asaf Salman,,,,,,,,,,,,,,,,,,,,,,
2026_v21i2_10.1007_s11412-025-09459-2_Understanding_when_anger_becomes_productive_or_destructive_in_collaborative_educational_ga,2026,21,2,1,baker_reimann_2024_2027,no,Understanding when anger becomes productive or destructive in collaborative educational games,Taehyun Kim & Mike Tissenbaum,,,,,,,,,,,,,,,,,,,,,,
2026_v21i2_10.1007_s11412-025-09463-6_Advancing_collaborative_discourse_through_knowledge_synthesis,2026,21,2,2,baker_reimann_2024_2027,no,Advancing collaborative discourse through knowledge synthesis,Xinran Zhu & Bodong Chen & David DeLiema,,,,,,,,,,,,,,,,,,,,,,
2026_v21i2_10.1007_s11412-025-09464-5_A_temporal_network_approach_to_reveal_the_longitudinal_dynamics_of_CSCL_group_regulation_a,2026,21,2,3,baker_reimann_2024_2027,no,A temporal network approach to reveal the longitudinal dynamics of CSCL group regulation and productive collaboration,Mohammed Saqr & Sonsoles López‑Pernas & Tiina Törmänen,,,,,,,,,,,,,,,,,,,,,,
2026_v21i2_10.1007_s11412-026-09474-x_Correction_A_temporal_network_approach_to_reveal_the_longitudinal_dynamics_of_CSCL_group_r,2026,21,2,4,baker_reimann_2024_2027,no,Correction: A temporal network approach to reveal the longitudinal dynamics of CSCL group regulation and productive collaboration,Mohammed Saqr & Sonsoles López‑Pernas,,,,,,,,,,,,,,,,,,,,,,
